school_name,nces_school_id,district,metro,state,entity_type,school_level,school_url,main_office_phone,main_office_email,principal_name,principal_title,principal_email,principal_phone,counselor_name,counselor_email,media_specialist_name,media_specialist_email,coach_name,coach_email,coach_role,sources,people_last_verified_at,status
R. N. Fickett Elementary School,130012000103,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-7850,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Ralph Bunche Middle School,130012000150,Atlanta Public Schools,Atlanta,GA,traditional,middle,,(404)802-6700,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sara Rawson Smith Elementary School,130012000124,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-3850,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
South Atlanta High School,130012004240,Atlanta Public Schools,Atlanta,GA,traditional,high,https://southatlanta.atlantapublicschools.us/,(404)802-5025,,"P. Alexander Braziel, II",Principal,pbraziel@apsk12.org,(404) 802-5033,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://southatlanta.atlantapublicschools.us/our-school/administrative-team|https://southatlanta.atlantapublicschools.us/,2026-09-07,verified
Springdale Park Elementary School,130012003841,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-6050,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sylvan Hills Middle School,130012000058,Atlanta Public Schools,Atlanta,GA,traditional,middle,,(404)802-6203,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
T. J. Perkerson Elementary School,130012000122,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-3950,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
The John Hope-Charles Walter Hill Elementary Schools,130012000143,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-7450,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
The Kindezi School,130012004012,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)671-4920,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Thomas Heathe Slater Elementary School,130012000059,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-4050,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Tuskegee Airman Global Academy,130012004244,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-8450,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Virginia-Highland Elementary School,130012004656,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-3500,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Wesley International Academy Charter,130012003589,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(678)904-9137,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
West Manor Elementary School,130012000121,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-3350,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Westside Atlanta Charter School,130012004139,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)931-4827,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
William J. Scott Elementary School,130012000099,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-7000,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
William M.Boyd Elementary School,130012000022,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-8150,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Willis A. Sutton Middle School,130012000107,Atlanta Public Schools,Atlanta,GA,traditional,middle,,(404)802-5600,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Woodson Park Academy School,130012004224,Atlanta Public Schools,Atlanta,GA,traditional,elementary,,(404)802-7750,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bacon County Elementary School,130015000151,Bacon County Schools,Rural SE Georgia,GA,traditional,elementary,,(912)632-4133,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bacon County High School,130015002357,Bacon County Schools,Rural SE Georgia,GA,traditional,high,,(912)632-4414,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bacon County Middle School,130015002349,Bacon County Schools,Rural SE Georgia,GA,traditional,middle,,(912)632-4662,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bacon County Primary School,130015000153,Bacon County Schools,Rural SE Georgia,GA,traditional,elementary,,(912)632-4765,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Baker County K12 School,130018001867,Baker County Schools,Albany,GA,traditional,other,,(229)734-5274,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Baker County Learning Academy,130018004266,Baker County Schools,Albany,GA,traditional,other,,(229)734-5274,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Baldwin High School,130021000158,Baldwin County Schools,Milledgeville,GA,traditional,high,,(478)453-6429,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lakeview Academy,130021004295,Baldwin County Schools,Milledgeville,GA,traditional,elementary,,(478)457-2967,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lakeview Primary,130021004292,Baldwin County Schools,Milledgeville,GA,traditional,elementary,,(478)457-3301,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Midway Hills Academy,130021004290,Baldwin County Schools,Milledgeville,GA,traditional,elementary,,(478)457-2440,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Midway Hills Primary,130021004289,Baldwin County Schools,Milledgeville,GA,traditional,elementary,,(478)457-2495,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oak Hill MS,130021002347,Baldwin County Schools,Milledgeville,GA,traditional,middle,,(478)457-3370,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Banks County Elementary School,130024003545,Banks County Schools,Rural NE Georgia,GA,traditional,elementary,,(706)677-2308,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Banks County High School,130024000169,Banks County Schools,Rural NE Georgia,GA,traditional,high,,(706)677-2221,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Banks County Middle School,130024002015,Banks County Schools,Rural NE Georgia,GA,traditional,middle,,(706)677-2277,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Banks County Primary School,130024000170,Banks County Schools,Rural NE Georgia,GA,traditional,elementary,,(706)677-2355,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Apalachee High School,130029002350,Barrow County School System,Atlanta,GA,traditional,high,https://ahs.barrow.k12.ga.us/,(770)586-5111,,Jessica Rehberg,Principal,jessica.rehberg@barrow.k12.ga.us,(770)586-5111,,,,,,,,barrow.k12.ga.us/schools-directory (Apalachee Principal Jessica Rehberg); ahs.barrow.k12.ga.us/administration (jessica.rehberg@barrow.k12.ga.us),2026-09-07,verified
Auburn Elementary School,130029000178,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)963-7887,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Austin Road Elementary School,130029004665,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)429-5674,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Barrow Arts and Sciences Academy,130029004394,Barrow County School System,Atlanta,GA,traditional,high,https://basa.barrow.k12.ga.us/,(678)425-2903,,Thomas Thrailkill,Principal,Thomas.Thrailkill@barrow.k12.ga.us,(678)425-2903,,,,,,,,basa.barrow.k12.ga.us/administration (Principal Thomas Thrailkill Thomas.Thrailkill@barrow.k12.ga.us); barrow schools-directory,2026-09-07,verified
Bear Creek Middle School,130029000175,Barrow County School System,Atlanta,GA,traditional,middle,,(770)867-2116,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bethlehem Elementary School,130029000176,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)867-2238,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bramlett Elementary School,130029000134,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)307-1627,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
County Line Elementary School,130029000174,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)867-2902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Haymon-Morris Middle School,130029003285,Barrow County School System,Atlanta,GA,traditional,middle,,(678)963-0602,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Holsenbeck Elementary School,130029000172,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)307-1540,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Kennedy Elementary School,130029002016,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)867-3182,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Russell Middle School,130029002017,Barrow County School System,Atlanta,GA,traditional,middle,,(770)867-8181,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Statham Elementary School,130029000171,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)725-7112,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Westside Middle School,130029001913,Barrow County School System,Atlanta,GA,traditional,middle,,(770)307-2972,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Winder Elementary School,130029004275,Barrow County School System,Atlanta,GA,traditional,elementary,,(678)425-2194,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Winder-Barrow High School,130029000173,Barrow County School System,Atlanta,GA,traditional,high,https://wbhs.barrow.k12.ga.us/,(770)867-4519,,Rebbie Lichliter,Principal,rebecca.lichliter@barrow.k12.ga.us,(770)867-4519,,,,,,,,barrow.k12.ga.us/schools-directory (WBHS Principal Rebbie Lichliter); wbhs.barrow.k12.ga.us/administration (rebecca.lichliter@barrow.k12.ga.us),2026-09-07,verified
Yargo Elementary School,130029002293,Barrow County School System,Atlanta,GA,traditional,elementary,,(770)867-1147,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Adairsville Elementary School,130033000185,Bartow County School System,Atlanta,GA,traditional,elementary,,(770)606-5840,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Adairsville High School,130033002352,Bartow County School System,Atlanta,GA,traditional,high,https://www.bartow.k12.ga.us/o/adairsville-high,(770)606-4151,,Lexie Bultman,Principal,,(770)606-4151,,,,,,,,bartow.k12.ga.us/article/745255 (Lexie Bultman named Adairsville High principal); bartow.k12.ga.us/o/adairsville-high article quotes Principal Lexie Bultman,2026-09-07,verified
Adairsville Middle School,130033002351,Bartow County School System,Atlanta,GA,traditional,middle,,(770)606-5842,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Allatoona Elementary School,130033001078,Bartow County School System,Atlanta,GA,traditional,elementary,,(770)606-5843,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Cass High School,130033000181,Bartow County School System,Atlanta,GA,traditional,high,https://www.bartow.k12.ga.us/o/cass-high,(770)606-5800,,Stephen Revard,Principal,,(770)606-5800,,,,,,,,bartow.k12.ga.us/o/cass-high/staff (Stephen Revard Principal Administration); bartow.k12.ga.us graduation article quotes CHS Principal Steve Revard; Cartersville Chamber lists Stephen Revard Principal Cass High,2026-09-07,verified
Cass Middle School,130033001868,Bartow County School System,Atlanta,GA,traditional,middle,,(770)606-5846,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Clear Creek Elementary School,130033003287,Bartow County School System,Atlanta,GA,traditional,elementary,,(770)606-5403,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Cloverleaf Elementary,130033000180,Bartow County School System,Atlanta,GA,traditional,elementary,,(770)606-5847,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Emerson Elementary School,130033000179,Bartow County School System,Atlanta,GA,traditional,elementary,,(770)606-5848,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
