zip,state,district,metro,entity_type,match_method,confidence,n_schools_in_zip,notes,source_urls,last_verified_at
30058,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,11,"multi-LEA ZCTA; also Gwinnett County Public Schools, Rockdale County Public Schools; census land≈30.36 sq mi (99% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30058,GA,Gwinnett County Public Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District, Rockdale County Public Schools; census land≈0.02 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30058,GA,Rockdale County Public Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District, Gwinnett County Public Schools; census land≈0.15 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30060,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,5,multi-LEA ZCTA; also Marietta City Schools; census land≈10.15 sq mi (65% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30060,GA,Marietta City Schools,Atlanta,traditional,ccd_school_zip,high,4,multi-LEA ZCTA; also Cobb County School District; census land≈5.36 sq mi (35% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30062,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,9,multi-LEA ZCTA; also Marietta City Schools; census land≈21.84 sq mi (84% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30062,GA,Marietta City Schools,Atlanta,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Cobb County School District; census land≈4.04 sq mi (16% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30064,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,4,multi-LEA ZCTA; also Marietta City Schools; census land≈24.19 sq mi (79% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30064,GA,Marietta City Schools,Atlanta,traditional,ccd_school_zip,high,6,multi-LEA ZCTA; also Cobb County School District; census land≈6.53 sq mi (21% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30066,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,16,multi-LEA ZCTA; also Marietta City Schools; census land≈24.96 sq mi (92% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30066,GA,Marietta City Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District; census land≈2.20 sq mi (8% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30067,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,4,"multi-LEA ZCTA; also Fulton County Schools, Marietta City Schools; census land≈11.13 sq mi (77% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30067,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District, Marietta City Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30067,GA,Marietta City Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District, Fulton County Schools; census land≈3.24 sq mi (23% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30068,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,6,"multi-LEA ZCTA; also Fulton County Schools, Marietta City Schools; census land≈14.16 sq mi (98% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30068,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District, Marietta City Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30068,GA,Marietta City Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District, Fulton County Schools; census land≈0.24 sq mi (2% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30070,GA,Newton County School System,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.03 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30071,GA,DeKalb County School District,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Gwinnett County Public Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30071,GA,Gwinnett County Public Schools,Atlanta,traditional,ccd_school_zip,high,7,multi-LEA ZCTA; also DeKalb County School District; census land≈12.10 sq mi (100% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30071,GA,BIA Charter School,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also DeKalb County School District, Gwinnett County Public Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30072,GA,DeKalb County School District,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.13 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30075,GA,Cherokee County School District,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District, Fulton County Schools; census land≈0.50 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30075,GA,Cobb County School District,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cherokee County School District, Fulton County Schools; census land≈4.20 sq mi (14% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30075,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,8,"multi-LEA ZCTA; also Cherokee County School District, Cobb County School District; census land≈25.05 sq mi (84% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30076,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,8,multi-LEA zip; also International Charter School of Atlanta,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30076,GA,International Charter School of Atlanta,Atlanta,charter,ccd_school_zip,high,1,charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Fulton County Schools,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30078,GA,Gwinnett County Public Schools,Atlanta,traditional,ccd_school_zip,high,6,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30079,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30080,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,7,multi-LEA ZCTA; also Marietta City Schools; census land≈12.52 sq mi (99% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30080,GA,Marietta City Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District; census land≈0.10 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30080,GA,International Academy of Smyrna,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Cobb County School District, Marietta City Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30082,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,5,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30083,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,16,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30084,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,6,multi-LEA ZCTA; also Gwinnett County Public Schools; census land≈12.26 sq mi (82% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30084,GA,Gwinnett County Public Schools,Atlanta,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also DeKalb County School District; census land≈2.62 sq mi (18% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30087,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,5,multi-LEA ZCTA; also Gwinnett County Public Schools; census land≈15.41 sq mi (68% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30087,GA,Gwinnett County Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District; census land≈7.21 sq mi (32% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30088,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30090,GA,Marietta City Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.01 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30092,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Gwinnett County Public Schools; census land≈0.17 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30092,GA,Gwinnett County Public Schools,Atlanta,traditional,ccd_school_zip,high,5,multi-LEA ZCTA; also Fulton County Schools; census land≈11.00 sq mi (99% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30092,GA,International Charter Academy of Georgia,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Fulton County Schools, Gwinnett County Public Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
